"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          30,     -0.9383380888,       1.958074271,       1.688060215,        4.84691366
          0,           0,          31,      -1.010447395,       1.921542734,        1.51667221,       4.768165281
          0,           0,          32,      -1.003626608,         1.9557095,        1.46265148,       4.771862639
          0,           0,          33,      -1.000402707,       1.909660841,       1.596133555,       4.778409123
          0,           0,          34,     -0.9691316551,       1.989751197,       1.501383739,       4.798329863
          0,           0,          35,     -0.9460765639,       1.976840672,       1.647849806,       4.829419344
          0,           0,          36,     -0.9218315478,       2.003866407,       1.686127364,       4.854178502
          0,           0,          37,     -0.9615096151,       1.937904352,       1.668177115,       4.817568643
          0,           0,          38,     -0.9466442174,       1.937739651,       1.706969007,       4.836385154
          0,           0,          39,     -0.9114458199,       1.981110662,       1.759248911,       4.865818337
          0,           0,          40,     -0.9336030459,       1.992112052,       1.667007197,       4.852123884
          0,           0,          41,     -0.9948344991,       1.940334248,        1.56200969,       4.783208356
          0,           0,          42,      -1.004026846,       1.954875119,       1.467959377,       4.770370054
          0,           0,          43,     -0.9718051499,       1.950923946,       1.631484784,       4.814084985
          0,           0,          44,     -0.9695972003,       1.987929584,       1.506400591,       4.802011984
          0,           0,          45,     -0.9762365878,       1.931680829,       1.627664401,       4.800364089
          0,           0,          46,     -0.9817522393,       1.918962456,       1.637287584,       4.793348718
          0,           0,          47,     -0.9570290445,       1.936442343,       1.679221511,       4.817817572
          0,           0,          48,     -0.9026611492,       1.985180834,       1.763079122,       4.876111747
          0,           0,          49,     -0.8827107037,       1.998209375,       1.801262303,       4.886961815
          0,           0,          50,     -0.9562562208,       1.930497835,       1.670079782,       4.825440075
          0,           0,          51,       -1.00854084,       1.914429419,       1.531568722,       4.768831544
          0,           0,          52,      -1.017552015,       1.933621743,       1.455868358,       4.761395678
          0,           0,          53,     -0.9562607788,       1.965491013,       1.642096473,       4.823137274
          0,           0,          54,      -1.005146605,       1.921887005,       1.554220197,       4.772247568
          0,           0,          55,     -0.9683195727,       1.931931126,       1.645629974,       4.808608273
          0,           0,          56,     -0.9466367037,       1.962177341,       1.678245421,       4.834920999
          0,           0,          57,     -0.9191297102,       1.951915436,        1.76382525,       4.857827354
          0,           0,          58,     -0.9053819641,        1.96299085,       1.760358426,       4.876952677
          0,           0,          59,      -1.013561865,       1.918964119,       1.506860217,       4.763315195
          0,           0,          60,       -1.00234701,       1.958449626,       1.437730237,       4.774322371
          0,           0,          61,     -0.9437970955,       1.991797405,       1.635935612,       4.831243044
          0,           0,          62,      -0.953364284,       2.011577708,       1.526999587,       4.819977424
          0,           0,          63,     -0.9582848278,        1.95154547,       1.655092767,        4.81620035
          0,           0,          64,     -0.9729727189,       1.920459923,       1.656960502,       4.803171278
          0,           0,          65,     -0.9387663116,        1.94183155,        1.71516195,       4.834913108
          0,           0,          66,     -0.9037794641,       1.972530219,       1.761720385,       4.874443141
          0,           0,          67,     -0.9468085972,        1.93552871,       1.703868169,       4.822428361
          0,           0,          68,     -0.9829197488,       1.914516171,       1.622960752,       4.794742447
          0,           0,          69,     -0.8455873188,       2.094520847,       1.758424158,       4.917216677
          0,           0,          70,      -0.896398018,       2.054103946,       1.627701857,       4.879342893
          0,           0,          71,     -0.8189334762,       2.118905905,       1.728597205,       4.928940273
          0,           0,          72,     -0.9351694358,       2.007983376,       1.580293561,       4.846188458
          0,           0,          73,     -0.9095285639,       2.008475489,       1.692179598,       4.876514527
          0,           0,          74,     -0.9511822488,        1.98763262,       1.576373012,       4.825164694
          0,           0,          75,      -0.914155823,       2.003394415,       1.690446034,       4.857763454
          0,           0,          76,     -0.9649484626,       1.972127703,        1.56302879,       4.811826717
          0,           0,          77,     -0.9543161364,       1.961170396,        1.62798413,       4.820907602
          0,           0,          78,     -0.9762687984,       1.966998955,       1.526496035,       4.797217307
          0,           0,          79,     -0.9373081825,        1.97901923,       1.653964306,       4.834132727
          0,           0,          80,      -0.933836687,       2.018591964,       1.562919248,       4.833927767
          0,           0,          81,     -0.9486072528,       1.965982455,       1.637256331,       4.824269828
          0,           0,          82,     -0.9530580196,       1.979736229,       1.594100904,       4.817939826
          0,           0,          83,     -0.9132410842,       1.992790114,       1.708869395,       4.856150172
          0,           0,          84,     -0.8966650654,       2.045773892,        1.64133224,       4.867244659
          0,           0,          85,     -0.9338648183,       1.956947486,       1.709253471,       4.840128204
          0,           0,          86,     -0.9540161886,       1.976033108,       1.588269786,        4.81663048
          0,           0,          87,     -0.9073771769,       1.993790038,       1.730002608,       4.859344054
          0,           0,          88,     -0.9169850816,       2.026938142,       1.607845301,       4.845177787
          0,           0,          89,     -0.9227865514,       1.977547306,       1.706228609,       4.845959778
          0,           0,          90,     -0.9514121879,       1.983286056,       1.579319391,       4.816203052
          0,           0,          91,     -0.9108651421,       2.002700254,       1.699254271,       4.854850544
          0,           0,          92,     -0.9333437199,       2.012189293,       1.593314015,       4.831076064
          0,           0,          93,      -0.914196357,       2.001836023,       1.694590996,       4.852537356
          0,           0,          94,     -0.9619847133,       1.975277209,       1.579724446,       4.819806674
          0,           0,          95,     -0.9259837665,       1.996338076,       1.666102238,       4.851274329
          0,           0,          96,     -0.9429382593,       2.008166586,       1.568873706,       4.835137221
          0,           0,          97,     -0.9171303972,       2.005177111,       1.684178529,       4.859614992
          0,           0,          98,     -0.9631320621,       1.980239067,       1.561952942,       4.818824076
          0,           0,          99,      -0.919444517,       2.008478546,       1.659804986,       4.854406776
          0,           0,         100,     -0.9349403375,        2.01839801,       1.568097835,       4.837820883
          0,           0,         101,     -0.9109577524,       2.009641955,       1.693506362,       4.864194211
          0,           0,         102,     -0.9643620559,        1.97388053,       1.580831182,       4.826402715
          0,           0,         103,     -0.9138425061,       2.015594166,       1.679079127,       4.868106297
          0,           0,         104,     -0.9331153085,       2.022587351,       1.575044051,       4.850213687
          0,           0,         105,     -0.8826339042,       2.054975261,       1.702711721,        4.89677181
          0,           0,         106,     -0.9039986602,       2.051509793,       1.624185905,       4.876607466
          0,           0,         107,     -0.8730668124,       2.053929673,        1.73242399,       4.903420938
          0,           0,         108,     -0.8964475916,       2.051663012,       1.639499137,       4.884486007
          0,           0,         109,     -0.8812693343,       2.066634781,       1.674198658,         4.8961607
          0,           0,         110,      -0.904786079,       2.053404551,       1.602883603,       4.878894494
          0,           0,         111,     -0.8900637815,       2.044884633,       1.679780218,       4.890821845
          0,           0,         112,     -0.8985406325,        2.06077526,       1.593227136,       4.877023941
          0,           0,         113,     -0.8658585941,       2.062097201,       1.740539634,       4.910103221
          0,           0,         114,     -0.8909861468,        2.05472684,       1.659379734,       4.890484461
          0,           0,         115,     -0.8733086455,        2.05565723,       1.725555353,       4.907724699
          0,           0,         116,     -0.8872843318,       2.068198454,       1.623895079,       4.890834706
          0,           0,         117,     -0.6264452152,       2.363428329,       1.767138057,       5.116707233
          0,           0,         118,     -0.7977236948,       2.175715526,       1.622524801,       4.972338618
          0,           0,         119,     -0.8394956569,       2.111022573,        1.69916405,       4.950686528
          0,           0,         120,     -0.9281581322,       2.020329597,       1.559134784,       4.862321487
          0,           0,         121,     -0.8850147786,       2.043923666,       1.688229814,       4.900422424
          0,           0,         122,     -0.9293032149,       2.010770376,       1.601239639,       4.855431539
          0,           0,         123,     -0.9162500989,       2.009057316,       1.655868008,       4.867046024
          0,           0,         124,     -0.9481961197,       1.993586028,       1.553373565,       4.836837678
          0,           0,         125,     -0.9246509487,       1.989809499,       1.662823746,        4.85761198
          0,           0,         126,     -0.9154584708,       2.033950904,       1.593557465,       4.865685146
          0,           0,         127,     -0.9343967854,       1.978343468,       1.661405298,       4.851855672
          0,           0,         128,     -0.9605005753,       1.973606252,       1.560010477,       4.824313154
          0,           0,         129,     -0.9269543764,       1.978869932,       1.674651452,        4.85515084
          0,           0,         130,     -0.9267182465,       2.008428167,       1.618389798,       4.851023611
          0,           0,         131,     -0.8853182445,       2.022287174,       1.734140135,       4.890741907
          0,           0,         132,      -0.943855255,       1.985959875,       1.586683235,       4.839257736
          0,           0,         133,      -0.916752374,       1.978321761,       1.711843734,       4.864376657
          0,           0,         134,     -0.9583420796,         1.9671691,       1.589331304,       4.828361182
          0,           0,         135,     -0.9326876259,       1.967108022,       1.696788702,       4.852040537
          0,           0,         136,     -0.9327798821,       2.011230481,       1.597598104,       4.849784343
          0,           0,         137,     -0.9438791834,       1.966453083,       1.653392394,       4.841170612
          0,           0,         138,     -0.9674991449,       1.966260329,       1.564045003,       4.818902545
          0,           0,         139,     -0.9498786556,       1.962690571,       1.641869175,       4.833237556
          0,           0,         140,     -0.9613937244,       1.979932446,       1.551868948,       4.823918757
          0,           0,         141,     -0.9493177692,       1.974938628,       1.616772923,       4.837143565
          0,           0,         142,     -0.9533788699,       1.998949582,       1.521204353,       4.831657598
          0,           0,         143,     -0.9374795995,       1.991796476,       1.626103877,       4.847895596
          0,           0,         144,     -0.9298890911,       2.032826186,       1.538077388,       4.855293608
          0,           0,         145,     -0.9332298862,       1.996333518,       1.627864703,       4.850280501
          0,           0,         146,     -0.9538340835,       1.995692952,       1.530645987,       4.833142484
          0,           0,         147,     -0.9327253663,       1.995490289,        1.63724611,       4.854387434
          0,           0,         148,     -0.9395969026,        2.00847658,        1.57393296,       4.846223306
          0,           0,         149,     -0.9277259623,       1.995542584,       1.659303927,       4.859505774
          0,           0,         150,     -0.9592913643,       1.974137706,       1.579144868,       4.828597338
          0,           0,         151,      -0.917080936,       2.010634456,       1.660046413,       4.866721813
          0,           0,         152,     -0.9410481665,       2.000534527,       1.597181508,       4.846368926
          0,           0,         153,     -0.9247824391,       1.997151516,       1.671186568,       4.860525789
          0,           0,         154,     -0.9661763821,        1.97137928,       1.563786476,       4.826093766
          0,           0,         155,     -0.9494416003,       1.966500255,       1.645428406,       4.840562333
          0,           0,         156,     -0.9515634548,       1.996125397,       1.561689725,        4.83390389
          0,           0,         157,     -0.9446720477,       1.978299759,       1.639462072,       4.840327993
          0,           0,         158,     -0.9770158301,       1.965033404,       1.531196344,       4.810817308
          0,           0,         159,      -0.956375617,       1.964737968,       1.617879553,       4.831010909
          0,           0,         160,     -0.9655397609,       1.985665598,       1.516659226,       4.819920525
          0,           0,         161,     -0.9422119969,       1.986492241,        1.63303513,       4.844898204
          0,           0,         162,     -0.9705970295,       1.976093718,       1.530278096,       4.816741016
          0,           0,         163,     -0.9586828071,       1.958292933,       1.621912968,       4.828425905
          0,           0,         164,     -0.9578926942,       1.991778484,       1.538975211,       4.828357335
          0,           0,         165,     -0.9433507852,       1.978051375,       1.642395353,       4.842636021
          0,           0,         166,     -0.9669078047,       1.972361394,       1.562962718,       4.820777294
          0,           0,         167,      -0.957351537,       1.957133859,       1.631047191,       4.830130286
          0,           0,         168,     -0.9609968185,       1.981845405,       1.561961347,         4.8276735
          0,           0,         169,     -0.9408583034,       1.981324432,       1.649640923,       4.845207801
          0,           0,         170,     -0.9592826025,       1.981648797,       1.573423017,       4.827409984
          0,           0,         171,     -0.9404833201,       1.984746274,       1.640256334,       4.844212966
          0,           0,         172,     -0.9810460175,       1.954946165,       1.538460505,       4.808873867
          0,           0,         173,     -0.9393107617,       1.988624473,        1.63408329,       4.845798577
          0,           0,         174,     -0.9742431263,       1.968376191,       1.540486209,       4.813928662
          0,           0,         175,     -0.9439688511,       1.979803984,       1.637885877,       4.841649271
          0,           0,         176,     -0.9885169862,       1.947979692,       1.521791997,       4.800936965
          0,           0,         177,     -0.9521303536,       1.965947274,       1.629592726,       4.832302464
          0,           0,         178,     -0.9648150603,       1.980120481,       1.545204945,       4.820950436
          0,           0,         179,     -0.9449331747,       1.974810478,       1.644942564,        4.84111107
          0,           0,         180,     -0.9828461417,       1.952211249,       1.540428225,       4.807815733
          0,           0,         181,     -0.9548324939,       1.958973934,       1.638668664,       4.833916251
          0,           0,         182,     -0.9720931594,       1.963515358,       1.565199094,       4.817325231
          0,           0,         183,     -0.9373767883,       1.984659119,       1.654177187,       4.848698776
          0,           0,         184,     -0.9639005443,       1.974012898,       1.571400654,       4.823476184
          0,           0,         185,     -0.9566963842,       1.957407672,       1.634591845,       4.831344537
          0,           0,         186,     -0.9678261592,        1.97327583,       1.552646829,       4.819810282
          0,           0,         187,     -0.9534533999,        1.96530228,       1.637354486,       4.834470197
          0,           0,         188,     -0.9612667872,       1.987039261,       1.545562999,       4.825919153
          0,           0,         189,     -0.9679710851,       1.946521928,       1.614847748,       4.820169905
          0,           0,         190,     -0.9634208527,        1.98847094,       1.518893464,       4.820991012
          0,           0,         191,     -0.9422201622,       1.985733465,       1.629862314,       4.842255533
          0,           0,         192,     -0.9784133822,       1.965256541,       1.523963771,        4.80948203
          0,           0,         193,     -0.9524966815,        1.97015219,       1.623078672,       4.833909646
          0,           0,         194,     -0.9769341021,       1.965680279,       1.529402474,       4.812304316
          0,           0,         195,     -0.9538528826,       1.963147209,       1.632644714,       4.834412032
          0,           0,         196,     -0.9736458689,       1.964531122,       1.553217074,       4.815790359
          0,           0,         197,     -0.9275637946,       2.003545806,       1.655138875,       4.859704791
          0,           0,         198,     -0.9605208507,       1.978076835,       1.579722169,       4.827157567
          0,           0,         199,     -0.9548259501,       1.956478718,       1.644007451,       4.832834758
          0,           0,         200,     -0.9547946843,       1.987316603,       1.576335909,       4.832975604
          0,           0,         201,     -0.9505132123,       1.966910749,        1.64475913,        4.83844342
          0,           0,         202,     -0.9723623567,       1.964838776,       1.561964788,        4.81839579
          0,           0,         203,     -0.9525706672,       1.970280286,       1.626012671,       4.835192358
          0,           0,         204,     -0.9621197656,       1.988221111,       1.532025609,       4.825184807
          0,           0,         205,     -0.9357851068,       1.998756727,        1.63037234,       4.851663201
          0,           0,         206,     -0.9771258761,       1.969396108,         1.5200955,       4.813172604
          0,           0,         207,      -0.956562389,       1.962012012,       1.629154935,       4.832401013
          0,           0,         208,     -0.9667944034,       1.982889114,       1.528682022,       4.821990885
          0,           0,         209,     -0.9318819929,       2.000446108,        1.63852358,        4.85511495
          0,           0,         210,     -0.9653548777,       1.980521132,       1.548883116,       4.824331975
          0,           0,         211,     -0.9473588338,       1.970105907,        1.64494645,       4.840928073
          0,           0,         212,     -0.9712142229,       1.965429559,        1.56307348,       4.819292262
          0,           0,         213,     -0.9484925346,       1.967902153,        1.64712852,        4.84031749
          0,           0,         214,     -0.9695943633,       1.965574256,       1.575938612,       4.821690121
          0,           0,         215,     -0.9454842729,       1.974567347,       1.650419108,       4.844309536
          0,           0,         216,     -0.9648836747,       1.974343461,       1.570820998,       4.825496575
          0,           0,         217,     -0.9599212303,       1.957911685,       1.628243312,       4.830260771
          0,           0,         218,     -0.9785443609,       1.963850414,       1.532784937,       4.812904498
          0,           0,         219,     -0.9515817074,       1.968442148,       1.640398609,       4.836528705
          0,           0,         220,     -0.9671314529,       1.986650301,       1.517093728,       4.821775043
          0,           0,         221,     -0.9510931386,       1.968982836,       1.630390171,       4.837036763
          0,           0,         222,     -0.9748697768,       1.962690934,        1.54181761,       4.814907069
          0,           0,         223,      -0.940349769,        1.97841521,       1.650151859,       4.848103537
          0,           0,         224,     -0.9573393917,        1.97848788,        1.59519665,        4.83353715
          0,           0,         225,     -0.9377534218,       1.977151877,       1.668669292,       4.850859497
          0,           0,         226,     -0.9685653252,       1.962968979,       1.580329886,       4.825620117
          0,           0,         227,     -0.9433934007,       1.973995273,       1.656365167,       4.848934566
          0,           0,         228,      -0.963891502,       1.976711851,       1.569237344,       4.828448005
          0,           0,         229,     -0.9428780851,       1.978172708,       1.650916427,       4.845812001
          0,           0,         230,     -0.9729019229,        1.97096658,       1.537611803,        4.81809931
          0,           0,         231,     -0.9591446262,       1.958576409,       1.625571772,        4.83132417
          0,           0,         232,     -0.9732610501,       1.974081022,        1.52710204,       4.817991861
          0,           0,         233,     -0.9582245176,       1.958948412,        1.63027037,       4.832336611
          0,           0,         234,     -0.9853225977,       1.956933045,       1.514471447,       4.806165003
          0,           0,         235,     -0.9627067407,        1.95244919,       1.621924994,       4.827527992
          0,           0,         236,     -0.9843143006,       1.955061254,       1.530879098,        4.80832557
          0,           0,         237,     -0.9219730584,       2.009795016,       1.645554008,       4.859438929
          0,           0,         238,     -0.9687444947,       1.968843064,       1.564086277,       4.820330986
          0,           0,         239,      -0.957633935,       1.955033914,       1.633566248,       4.832392792
          0,           0,         240,     -0.9769205604,       1.956706496,       1.561059281,       4.816111221
          0,           0,         241,     -0.9473186966,       1.969298846,       1.648801636,       4.841290516
          0,           0,         242,     -0.9660978109,       1.971650508,       1.573500557,       4.824012068
          0,           0,         243,     -0.9572634207,       1.962507573,       1.624658799,       4.832855225
          0,           0,         244,     -0.9831753942,       1.954741388,       1.532661241,        4.80858159
          0,           0,         245,     -0.9375237167,       1.993325228,        1.63157662,       4.847786805
          0,           0,         246,     -0.9659442955,       1.984872718,        1.53335075,       4.824103704
          0,           0,         247,     -0.9560751067,       1.968311244,        1.61597143,       4.833237064
          0,           0,         248,     -0.9735520886,       1.975550428,       1.509571065,       4.815346565
          0,           0,         249,     -0.9445382036,       1.983037265,       1.624978239,       4.842141309
          0,           0,         250,     -0.9631128316,       1.986296497,       1.531513291,       4.823719445
          0,           0,         251,     -0.9304756603,       1.999366463,       1.644368367,       4.854332701
          0,           0,         252,     -0.9828822687,       1.952069993,       1.538347034,       4.808989571
          0,           0,         253,     -0.9446106893,       1.975384143,       1.641160672,       4.843541758
          0,           0,         254,      -0.953681103,       1.988656129,       1.579675161,       4.834937304
          0,           0,         255,     -0.9438023287,        1.97187294,       1.657439188,       4.846882684
          0,           0,         256,     -0.9796093584,       1.949146527,       1.565703979,       4.814078443
          0,           0,         257,     -0.9549701667,       1.957091585,       1.642370475,       4.835598051
          0,           0,         258,      -0.971484027,       1.963184152,        1.56687281,       4.820547234
          0,           0,         259,     -0.9412216231,       1.981277872,       1.645434003,       4.845748952
          0,           0,         260,     -0.9727124094,       1.970866412,       1.536279159,        4.81824089
          0,           0,         261,     -0.9615113807,       1.955640264,       1.619821089,       4.828137799
          0,           0,         262,      -0.974533257,       1.971942532,       1.521418992,       4.815946776
          0,           0,         263,       -0.95279501,       1.970213171,       1.627993995,       4.837852732
          0,           0,         264,     -0.9708332662,       1.976314436,       1.526573749,       4.818466694
          0,           0,         265,     -0.9604829263,       1.957774203,       1.615086659,       4.829283313
          0,           0,         266,     -0.9779907201,       1.966609079,        1.52009418,       4.814553952
          0,           0,         267,     -0.9421441905,       1.981902756,       1.635091801,       4.845084201
          0,           0,         268,     -0.9737195641,       1.966317258,       1.546350923,       4.818036938
          0,           0,         269,     -0.9593402739,       1.957061631,       1.623808917,       4.832002246
          0,           0,         270,     -0.9787173595,       1.958627762,       1.541650968,       4.813967638
          0,           0,         271,     -0.9471079022,       1.972385964,       1.641759597,       4.842182945
          0,           0,         272,     -0.9750378049,       1.960336171,       1.560363486,       4.817072286
          0,           0,         273,     -0.9546724599,       1.962440843,       1.632536099,        4.83365883
          0,           0,         274,     -0.9850742932,       1.948524555,       1.540955964,       4.807702069
          0,           0,         275,     -0.9348956508,       1.993539123,       1.635379584,       4.849644251
          0,           0,         276,     -0.9791200409,        1.95868283,       1.542697933,       4.812213061
          0,           0,         277,     -0.9472147279,       1.973719634,       1.636606609,       4.840298267
          0,           0,         278,     -0.9851810833,       1.952541659,       1.522063048,       4.806233971
          0,           0,         279,     -0.9479839387,       1.974366829,       1.625592704,       4.838483612
          0,           0,         280,      -0.958681841,       1.989627182,       1.536426108,       4.827112394
          0,           0,         281,      -0.951686639,       1.965263994,       1.635646416,       4.836548385
          0,           0,         282,     -0.9782189613,       1.960673235,       1.535127726,       4.813076835
          0,           0,         283,     -0.9502693258,       1.967577764,       1.635037156,       4.838807655
          0,           0,         284,      -0.981183065,       1.952700159,       1.545580038,       4.811279246
          0,           0,         285,     -0.9403360306,       1.981675982,       1.640979755,       4.845826022
          0,           0,         286,     -0.9830218847,       1.951012753,       1.543427363,        4.81050984
          0,           0,         287,     -0.9488774158,       1.968598374,        1.63801037,       4.838573906
          0,           0,         288,      -0.964343376,        1.97677359,       1.559644277,       4.826096754
          0,           0,         289,     -0.9485939697,       1.972099709,       1.636777599,       4.840610849
          0,           0,         290,     -0.9554349339,       1.991267478,       1.556455065,       4.831765705
          0,           0,         291,     -0.9511964036,       1.970154122,       1.626442035,         4.8376095
          0,           0,         292,     -0.9825149355,       1.956781493,       1.526821288,       4.808647721
          0,           0,         293,     -0.9541319773,       1.967104366,       1.621285947,       4.834412853
          0,           0,         294,     -0.9729179903,       1.976102542,       1.519196514,       4.819375186
          0,           0,         295,      -0.958549454,       1.962151636,       1.616015595,       4.831633605
          0,           0,         296,      -0.983265834,       1.959261691,       1.512243026,       4.807948546
          0,           0,         297,     -0.9535581943,       1.967468526,       1.620485341,       4.834342346
          0,           0,         298,     -0.9714640834,       1.973995992,       1.527010705,       4.818244328
          0,           0,         299,     -0.9490147684,       1.974499281,       1.622742336,       4.838639244
          0,           0,         300,     -0.9593670545,       1.989108004,       1.541220148,       4.829652707
          0,           0,         301,      -0.934200695,       1.992922608,       1.642748929,       4.852582491
          0,           0,         302,     -0.9587692272,       1.984153853,       1.564090716,       4.830017703
          0,           0,         303,     -0.9427528039,       1.975706946,       1.648275452,       4.844031131
          0,           0,         304,     -0.9719266518,       1.962796429,        1.56306568,       4.819455639
          0,           0,         305,     -0.9516037952,       1.963205818,       1.641388146,       4.836976019
          0,           0,         306,     -0.9682325466,       1.968589914,       1.565230195,       4.822518567
          0,           0,         307,     -0.9555004977,       1.962504708,       1.630304748,       4.833836817
          0,           0,         308,     -0.9842809482,       1.953773469,       1.525917738,       4.808864398
          0,           0,         309,     -0.9627913421,       1.953103436,       1.621329339,       4.826967618
          0,           0,         310,     -0.9804061396,       1.961611766,        1.52109558,       4.809280245
          0,           0,         311,     -0.9644240313,       1.950192506,       1.618342193,       4.823893305
          0,           0,         312,     -0.9869001237,       1.954497405,       1.504178241,       4.803478948
          0,           0,         313,     -0.9655483543,       1.947369798,       1.621432369,        4.82470892
          0,           0,         314,     -0.9841372861,        1.95337593,       1.529487229,       4.806671399
          0,           0,         315,     -0.9552053683,       1.957205544,        1.63956995,       4.833511845
          0,           0,         316,      -0.969745243,       1.966156445,       1.558143667,       4.817004673
          0,           0,         317,      -0.960184966,       1.948622907,       1.636760869,        4.82975313
          0,           0,         318,     -0.9734166546,       1.959862386,       1.567493874,       4.816144731
          0,           0,         319,     -0.9481749927,        1.96801838,       1.648875897,       4.839961616
          0,           0,         320,     -0.9648329521,       1.974767921,       1.565721588,       4.825084606
          0,           0,         321,     -0.9697425727,       1.939862562,       1.624273937,       4.821734666
          0,           0,         322,     -0.9857228176,       1.950660652,       1.530226029,       4.804309798
          0,           0,         323,     -0.9664227476,        1.94662989,       1.622696216,       4.822621526
          0,           0,         324,     -0.9815715388,       1.962782426,       1.511883415,       4.807364093
          0,           0,         325,     -0.9701158572,       1.945427103,       1.605278586,       4.818643426
          0,           0,         326,     -0.9933637719,       1.948960349,       1.497986971,       4.799020562
          0,           0,         327,     -0.9687750535,       1.941650771,       1.619869904,       4.820213672
          0,           0,         328,      -0.989358791,       1.947720638,       1.523091151,        4.80092424
          0,           0,         329,      -0.939112443,       1.984748824,       1.638762931,        4.84427918
          0,           0,         330,     -0.9712575082,       1.966923509,       1.552439616,       4.816661253
          0,           0,         331,     -0.9439805948,         1.9739086,       1.645154865,       4.842351001
          0,           0,         332,     -0.9741923201,       1.957170875,       1.573915743,        4.81750896
          0,           0,         333,     -0.9550839408,       1.954343636,       1.650300101,       4.835061365
          0,           0,         334,      -0.981165128,       1.944720812,       1.574412328,       4.811768245
          0,           0,         335,      -0.961309331,       1.948869503,       1.638159527,       4.828291353
          0,           0,         336,     -0.9807348806,       1.953349224,       1.554974895,       4.810797771
          0,           0,         337,     -0.9553435265,       1.963857465,       1.629453309,       4.831793622
          0,           0,         338,      -0.997421626,       1.936917582,       1.514169177,       4.794988098
          0,           0,         339,     -0.9516299007,       1.973439199,        1.61739135,        4.83482114
          0,           0,         340,     -0.9956210718,        1.94446979,       1.502386918,       4.796824634
          0,           0,         341,     -0.9638032468,       1.951923909,       1.621700612,       4.824820409
          0,           0,         342,     -0.9928694673,       1.944373117,       1.513688688,       4.797094113
          0,           0,         343,      -0.965593938,       1.947342981,       1.621120478,       4.822873816
          0,           0,         344,     -0.9785679839,       1.960508615,        1.53195299,       4.808939881
          0,           0,         345,     -0.9575339943,       1.955346061,       1.636681885,       4.831662152
          0,           0,         346,     -0.9846181496,       1.943760776,       1.557359605,       4.806602095
          0,           0,         347,     -0.9579294149,       1.948738662,       1.647300596,       4.829916442
          0,           0,         348,     -0.9795872666,       1.947513254,       1.569844386,       4.810762848
          0,           0,         349,     -0.9476752717,        1.96793491,         1.6451655,       4.837103038
          0,           0,         350,     -0.9865347689,       1.938409333,       1.563314625,        4.80395204
          0,           0,         351,     -0.9643394581,       1.944189031,       1.634639436,         4.8234395
          0,           0,         352,     -0.9960586303,       1.932705454,       1.533351234,       4.795866504
          0,           0,         353,     -0.9615775779,       1.954325066,       1.619914717,        4.82484032
          0,           0,         354,     -0.9873090421,       1.952674403,       1.514483016,       4.802841874
          0,           0,         355,     -0.9663381963,       1.945642212,       1.620654931,       4.821071456
