"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         283,      -7.375608599,      -4.838075171,      -5.010500341,      -1.571250051,      -9.065823545
          0,           0,         284,      -7.379217915,      -4.841623748,      -5.014020399,      -1.574854331,      -9.069207413
          0,           0,         285,       -7.38280331,      -4.845152472,      -5.017519423,      -1.578435142,      -9.072572539
          0,           0,         286,      -7.386364852,      -4.848661274,      -5.020997389,      -1.581992537,      -9.075918844
          0,           0,         287,       -7.38990261,      -4.852150094,       -5.02445428,      -1.585526572,      -9.079246259
          0,           0,         288,      -7.393416654,      -4.855618872,      -5.027890082,        -1.5890373,      -9.082554713
          0,           0,         289,      -7.396907055,      -4.859067555,      -5.031304782,      -1.592524781,      -9.085844151
          0,           0,         290,      -7.400373887,      -4.862496097,      -5.034698375,      -1.595989072,      -9.089114511
          0,           0,         291,      -7.403817221,      -4.865904454,      -5.038070856,      -1.599430233,      -9.092365741
          0,           0,         292,      -7.407237131,      -4.869292585,      -5.041422225,      -1.602848325,      -9.095597795
          0,           0,         293,      -7.410633691,      -4.872660456,      -5.044752483,      -1.606243409,      -9.098810631
          0,           0,         294,      -7.414006977,      -4.876008037,      -5.048061636,      -1.609615549,      -9.102004203
          0,           0,         295,      -7.417357064,      -4.879335299,      -5.051349692,      -1.612964808,      -9.105178483
          0,           0,         296,      -7.420684028,      -4.882642217,      -5.054616662,      -1.616291251,      -9.108333436
          0,           0,         297,      -7.423987946,      -4.885928779,       -5.05786256,      -1.619594945,      -9.111469033
          0,           0,         298,      -7.427268895,      -4.889194962,        -5.0610874,      -1.622875955,      -9.114585251
          0,           0,         299,      -7.430526952,      -4.892440753,      -5.064291202,      -1.626134349,      -9.117682066
          0,           0,         300,      -7.433762195,      -4.895666149,      -5.067473986,      -1.629370195,      -9.120759467
          0,           0,         301,      -7.436974704,       -4.89887114,      -5.070635775,      -1.632583561,      -9.123817433
          0,           0,         302,      -7.440164557,      -4.902055723,      -5.073776593,      -1.635774519,      -9.126855955
          0,           0,         303,      -7.443331831,      -4.905219897,      -5.076896469,      -1.638943136,      -9.129875023
          0,           0,         304,      -7.446476607,      -4.908363664,       -5.07999543,      -1.642089483,      -9.132874636
          0,           0,         305,      -7.449598964,      -4.911487029,      -5.083073506,      -1.645213631,      -9.135854784
          0,           0,         306,      -7.452698982,      -4.914590002,      -5.086130731,      -1.648315652,      -9.138815471
          0,           0,         307,      -7.455776741,      -4.917672592,      -5.089167137,      -1.651395618,      -9.141756695
          0,           0,         308,      -7.458832319,      -4.920734812,      -5.092182762,      -1.654453601,      -9.144678462
          0,           0,         309,      -7.461865797,      -4.923776677,      -5.095177641,      -1.657489673,      -9.147580781
          0,           0,         310,      -7.464877256,      -4.926798202,      -5.098151813,      -1.660503908,       -9.15046366
          0,           0,         311,      -7.467866775,      -4.929799408,      -5.101105318,      -1.663496377,      -9.153327107
          0,           0,         312,      -7.470834433,      -4.932780315,      -5.104038196,      -1.666467155,      -9.156171137
          0,           0,         313,      -7.473780312,      -4.935740945,      -5.106950491,      -1.669416315,      -9.158995766
          0,           0,         314,       -7.47670449,      -4.938681326,      -5.109842244,      -1.672343931,      -9.161801007
          0,           0,         315,      -7.479607049,      -4.941601483,      -5.112713502,      -1.675250076,      -9.164586881
          0,           0,         316,      -7.482488066,      -4.944501444,      -5.115564308,      -1.678134824,      -9.167353409
          0,           0,         317,      -7.485347623,      -4.947381238,      -5.118394711,      -1.680998249,      -9.170100608
          0,           0,         318,      -7.488185798,      -4.950240895,      -5.121204756,      -1.683840426,      -9.172828506
          0,           0,         319,       -7.49100267,      -4.953080449,      -5.123994491,      -1.686661426,      -9.175537124
          0,           0,         320,      -7.493798319,      -4.955899934,      -5.126763966,      -1.689461326,      -9.178226487
          0,           0,         321,      -7.496572824,      -4.958699387,      -5.129513231,      -1.692240199,      -9.180896625
          0,           0,         322,      -7.499326261,      -4.961478844,      -5.132242335,      -1.694998119,      -9.183547566
          0,           0,         323,      -7.502058712,       -4.96423834,       -5.13495133,      -1.697735159,      -9.186179337
          0,           0,         324,      -7.504770253,      -4.966977918,      -5.137640267,      -1.700451392,      -9.188791971
          0,           0,         325,      -7.507460961,      -4.969697613,      -5.140309197,      -1.703146892,      -9.191385497
          0,           0,         326,      -7.510130914,      -4.972397466,      -5.142958173,      -1.705821733,      -9.193959953
          0,           0,         327,      -7.512780189,      -4.975077519,       -5.14558725,      -1.708475987,      -9.196515367
          0,           0,         328,      -7.515408864,      -4.977737818,      -5.148196479,      -1.711109727,      -9.199051777
          0,           0,         329,      -7.518017013,      -4.980378403,      -5.150785915,      -1.713723026,      -9.201569219
          0,           0,         330,      -7.520604714,      -4.982999321,      -5.153355611,      -1.716315957,      -9.204067728
          0,           0,         331,      -7.523172042,      -4.985600612,      -5.155905622,      -1.718888591,      -9.206547337
          0,           0,         332,      -7.525719071,      -4.988182325,      -5.158436003,         -1.721441,      -9.209008091
          0,           0,         333,      -7.528245876,      -4.990744502,      -5.160946807,      -1.723973255,      -9.211450025
          0,           0,         334,      -7.530752533,      -4.993287194,      -5.163438092,      -1.726485427,      -9.213873178
          0,           0,         335,      -7.533239114,      -4.995810447,      -5.165909911,      -1.728977589,      -9.216277588
          0,           0,         336,      -7.535705694,       -4.99831431,       -5.16836232,       -1.73144981,      -9.218663298
          0,           0,         337,      -7.538152344,      -5.000798828,      -5.170795375,       -1.73390216,      -9.221030347
          0,           0,         338,      -7.540579138,      -5.003264049,      -5.173209131,      -1.736334709,      -9.223378777
          0,           0,         339,      -7.542986147,      -5.005710024,      -5.175603643,      -1.738747526,      -9.225708631
          0,           0,         340,      -7.545373443,      -5.008136799,      -5.177978968,      -1.741140681,      -9.228019941
          0,           0,         341,      -7.547741098,      -5.010544428,       -5.18033516,      -1.743514242,      -9.230312761
          0,           0,         342,       -7.55008918,      -5.012932955,      -5.182672276,      -1.745868276,       -9.23258713
          0,           0,         343,       -7.55241776,      -5.015302434,       -5.18499037,      -1.748202852,      -9.234843086
          0,           0,         344,      -7.554726908,      -5.017652912,      -5.187289499,      -1.750518037,      -9.237080679
          0,           0,         345,      -7.557016692,      -5.019984441,      -5.189569717,      -1.752813898,      -9.239299946
          0,           0,         346,      -7.559287181,      -5.022297071,       -5.19183108,      -1.755090501,      -9.241500932
          0,           0,         347,      -7.561538443,      -5.024590851,      -5.194073643,      -1.757347911,       -9.24368368
          0,           0,         348,      -7.563770544,      -5.026865833,      -5.196297461,      -1.759586196,      -9.245848233
          0,           0,         349,      -7.565983553,       -5.02912207,      -5.198502588,      -1.761805418,      -9.247994637
          0,           0,         350,      -7.568177534,      -5.031359611,      -5.200689081,      -1.764005644,      -9.250122934
          0,           0,         351,      -7.570352554,      -5.033578504,      -5.202856992,      -1.766186936,      -9.252233168
          0,           0,         352,      -7.572508676,      -5.035778798,      -5.205006375,      -1.768349358,      -9.254325382
          0,           0,         353,      -7.574645966,      -5.037960548,      -5.207137286,      -1.770492973,      -9.256399619
          0,           0,         354,      -7.576764487,      -5.040123802,      -5.209249777,      -1.772617843,      -9.258455926
          0,           0,         355,      -7.578864304,      -5.042268614,      -5.211343902,      -1.774724031,      -9.260494345
          0,           0,         356,      -7.580945477,       -5.04439503,      -5.213419713,      -1.776811596,      -9.262514921
          0,           0,         357,       -7.58300807,        -5.0465031,      -5.215477265,      -1.778880602,      -9.264517698
          0,           0,         358,      -7.585052144,      -5.048592876,       -5.21751661,      -1.780931106,      -9.266502718
          0,           0,         359,       -7.58707776,      -5.050664406,      -5.219537798,      -1.782963169,      -9.268470027
          0,           0,         360,      -7.589084979,      -5.052717744,      -5.221540884,      -1.784976852,      -9.270419666
          0,           0,         361,      -7.591073859,      -5.054752936,      -5.223525918,      -1.786972211,       -9.27235168
          0,           0,         362,      -7.593044459,      -5.056770029,      -5.225492951,      -1.788949305,      -9.274266113
          0,           0,         363,       -7.59499684,      -5.058769077,      -5.227442034,      -1.790908191,      -9.276163005
          0,           0,         364,      -7.596931057,      -5.060750122,      -5.229373218,      -1.792848927,      -9.278042399
          0,           0,         365,      -7.598847169,      -5.062713218,      -5.231286553,      -1.794771568,      -9.279904336
          0,           0,         366,      -7.600745232,      -5.064658414,       -5.23318209,      -1.796676171,      -9.281748863
          0,           0,         367,      -7.602625303,      -5.066585753,      -5.235059875,       -1.79856279,      -9.283576019
          0,           0,         368,      -7.604487436,      -5.068495284,       -5.23691996,      -1.800431481,      -9.285385849
          0,           0,         369,      -7.606331687,      -5.070387059,      -5.238762392,      -1.802282297,      -9.287178385
          0,           0,         370,       -7.60815811,      -5.072261119,       -5.24058722,      -1.804115292,      -9.288953681
          0,           0,         371,      -7.609966759,      -5.074117519,      -5.242394492,      -1.805930519,      -9.290711771
          0,           0,         372,      -7.611757686,      -5.075956295,      -5.244184253,       -1.80772803,      -9.292452696
          0,           0,         373,      -7.613530944,      -5.077777499,      -5.245956553,      -1.809507877,      -9.294176504
          0,           0,         374,      -7.615286585,      -5.079581178,      -5.247711439,      -1.811270111,      -9.295883227
          0,           0,         375,       -7.61702466,      -5.081367377,      -5.249448952,      -1.813014784,      -9.297572912
          0,           0,         376,       -7.61874522,      -5.083136135,      -5.251169142,      -1.814741943,      -9.299245592
          0,           0,         377,      -7.620448314,      -5.084887502,      -5.252872052,       -1.81645164,      -9.300901312
          0,           0,         378,      -7.622133993,      -5.086621523,      -5.254557728,      -1.818143924,      -9.302540108
          0,           0,         379,      -7.623802304,      -5.088338232,      -5.256226214,      -1.819818841,      -9.304162017
          0,           0,         380,      -7.625453297,      -5.090037693,      -5.257877554,      -1.821476442,      -9.305767079
          0,           0,         381,      -7.627087017,      -5.091719928,       -5.25951179,       -1.82311677,       -9.30735533
          0,           0,         382,      -7.628703514,      -5.093384991,      -5.261128965,      -1.824739875,      -9.308926812
          0,           0,         383,      -7.630302833,      -5.095032921,      -5.262729123,      -1.826345801,       -9.31048156
          0,           0,         384,      -7.631885019,      -5.096663763,      -5.264312303,      -1.827934596,      -9.312019607
          0,           0,         385,      -7.633450119,      -5.098277555,       -5.26587855,      -1.829506302,      -9.313540996
          0,           0,         386,      -7.634998176,      -5.099874336,      -5.267427902,      -1.831060964,       -9.31504576
          0,           0,         387,      -7.636529234,      -5.101454154,      -5.268960401,      -1.832598626,      -9.316533933
          0,           0,         388,      -7.638043338,      -5.103017044,      -5.270476086,      -1.834119331,      -9.318005552
          0,           0,         389,      -7.639540528,       -5.10456304,      -5.271974996,      -1.835623121,      -9.319460655
          0,           0,         390,      -7.641020849,      -5.106092192,      -5.273457172,      -1.837110039,      -9.320899272
          0,           0,         391,      -7.642484341,      -5.107604532,       -5.27492265,      -1.838580125,      -9.322321442
          0,           0,         392,      -7.643931045,      -5.109100105,       -5.27637147,      -1.840033421,      -9.323727193
          0,           0,         393,      -7.645361002,      -5.110578939,      -5.277803668,      -1.841469967,      -9.325116563
          0,           0,         394,      -7.646774253,      -5.112041086,      -5.279219282,      -1.842889803,      -9.326489583
          0,           0,         395,      -7.648170836,      -5.113486571,      -5.280618349,      -1.844292966,      -9.327846283
          0,           0,         396,      -7.649550788,      -5.114915428,      -5.282000903,      -1.845679496,      -9.329186702
          0,           0,         397,       -7.65091415,      -5.116327701,      -5.283366981,      -1.847049431,      -9.330510866
          0,           0,         398,      -7.652260958,      -5.117723425,      -5.284716618,      -1.848402808,       -9.33181881
          0,           0,         399,      -7.653591249,      -5.119102632,      -5.286049847,      -1.849739664,      -9.333110566
          0,           0,         400,       -7.65490506,      -5.120465358,      -5.287366705,      -1.851060035,      -9.334386159
          0,           0,         401,      -7.656202426,      -5.121811638,      -5.288667222,      -1.852363957,       -9.33564562
          0,           0,         402,      -7.657483383,      -5.123141504,      -5.289951433,      -1.853651465,      -9.336888985
          0,           0,         403,      -7.658747964,       -5.12445499,       -5.29121937,      -1.854922592,      -9.338116279
          0,           0,         404,      -7.659996204,       -5.12575213,      -5.292471066,      -1.856177375,      -9.339327528
          0,           0,         405,      -7.661228138,      -5.127032955,      -5.293706551,      -1.857415845,      -9.340522764
          0,           0,         406,      -7.662443797,      -5.128297495,      -5.294925855,      -1.858638036,       -9.34170201
          0,           0,         407,      -7.663643215,      -5.129545786,      -5.296129012,      -1.859843979,      -9.342865302
          0,           0,         408,      -7.664826422,      -5.130777853,      -5.297316049,      -1.861033707,      -9.344012656
          0,           0,         409,       -7.66599345,      -5.131993732,      -5.298486997,      -1.862207251,      -9.345144105
          0,           0,         410,      -7.667144329,       -5.13319345,      -5.299641883,      -1.863364641,      -9.346259672
          0,           0,         411,      -7.668279091,      -5.134377035,      -5.300780739,      -1.864505908,      -9.347359384
          0,           0,         412,      -7.669397763,      -5.135544516,      -5.301903589,      -1.865631081,      -9.348443267
          0,           0,         413,      -7.670500377,      -5.136695923,      -5.303010464,      -1.866740189,      -9.349511342
          0,           0,         414,      -7.671586959,      -5.137831284,      -5.304101388,       -1.86783326,      -9.350563633
          0,           0,         415,      -7.672657539,       -5.13895063,      -5.305176389,      -1.868910323,      -9.351600173
          0,           0,         416,      -7.673712142,      -5.140053985,      -5.306235493,      -1.869971405,      -9.352620974
          0,           0,         417,      -7.674750796,      -5.141141371,      -5.307278725,      -1.871016533,      -9.353626069
          0,           0,         418,      -7.675773528,      -5.142212818,       -5.30830611,      -1.872045732,       -9.35461547
          0,           0,         419,      -7.676780363,      -5.143268352,      -5.309317673,       -1.87305903,      -9.355589205
          0,           0,         420,      -7.677771326,      -5.144307994,      -5.310313437,      -1.874056449,      -9.356547294
          0,           0,         421,      -7.678746442,      -5.145331777,      -5.311293426,      -1.875038017,       -9.35748976
          0,           0,         422,      -7.679705734,      -5.146339717,      -5.312257664,      -1.876003756,      -9.358416621
          0,           0,         423,      -7.680649226,      -5.147331834,      -5.313206169,      -1.876953689,      -9.359327902
          0,           0,         424,      -7.681576942,      -5.148308161,      -5.314138969,      -1.877887842,      -9.360223615
          0,           0,         425,      -7.682488904,      -5.149268719,      -5.315056082,      -1.878806234,      -9.361103787
          0,           0,         426,      -7.683385135,      -5.150213528,      -5.315957529,      -1.879708891,      -9.361968433
          0,           0,         427,      -7.684265654,      -5.151142605,      -5.316843331,      -1.880595831,      -9.362817569
          0,           0,         428,      -7.685130483,      -5.152055976,      -5.317713508,      -1.881467076,      -9.363651219
          0,           0,         429,      -7.685979643,      -5.152953658,       -5.31856808,      -1.882322646,      -9.364469395
          0,           0,         430,      -7.686813154,      -5.153835677,      -5.319407064,      -1.883162563,      -9.365272112
          0,           0,         431,      -7.687631034,      -5.154702048,       -5.32023048,      -1.883986844,      -9.366059394
          0,           0,         432,      -7.688433301,      -5.155552788,      -5.321038347,      -1.884795509,      -9.366831247
          0,           0,         433,      -7.689219977,      -5.156387923,       -5.32183068,      -1.885588576,      -9.367587691
          0,           0,         434,      -7.689991076,      -5.157207464,      -5.322607497,      -1.886366062,       -9.36832874
          0,           0,         435,      -7.690746617,      -5.158011432,      -5.323368815,      -1.887127986,      -9.369054409
          0,           0,         436,      -7.691486616,      -5.158799845,      -5.324114648,      -1.887874364,      -9.369764712
          0,           0,         437,       -7.69221109,      -5.159572719,      -5.324845015,      -1.888605212,      -9.370459663
          0,           0,         438,      -7.692920054,      -5.160330064,      -5.325559927,      -1.889320545,      -9.371139273
          0,           0,         439,      -7.693613522,      -5.161071905,      -5.326259402,       -1.89002038,      -9.371803558
          0,           0,         440,      -7.694291511,      -5.161798251,      -5.326943452,      -1.890704731,       -9.37245253
          0,           0,         441,      -7.694954034,       -5.16250912,      -5.327612091,      -1.891373611,      -9.373086202
          0,           0,         442,      -7.695601103,      -5.163204524,      -5.328265332,      -1.892027036,      -9.373704579
          0,           0,         443,      -7.696232734,      -5.163884477,      -5.328903187,      -1.892665017,      -9.374307673
          0,           0,         444,      -7.696848938,      -5.164548992,      -5.329525669,      -1.893287568,      -9.374895503
          0,           0,         445,      -7.697449726,      -5.165198086,      -5.330132788,        -1.8938947,      -9.375468068
          0,           0,         446,       -7.69803511,      -5.165831763,      -5.330724556,      -1.894486425,       -9.37602538
          0,           0,         447,      -7.698605103,      -5.166450039,      -5.331300984,      -1.895062754,       -9.37656745
          0,           0,         448,      -7.699159713,      -5.167052928,      -5.331862081,      -1.895623698,      -9.377094286
          0,           0,         449,      -7.699698951,      -5.167640437,      -5.332407857,      -1.896169268,      -9.377605895
          0,           0,         450,      -7.700222827,      -5.168212578,      -5.332938321,      -1.896699471,      -9.378102287
          0,           0,         451,      -7.700731349,      -5.168769357,      -5.333453482,      -1.897214318,      -9.378583462
          0,           0,         452,      -7.701224525,      -5.169310788,      -5.333953347,      -1.897713818,      -9.379049435
          0,           0,         453,      -7.701702365,      -5.169836881,      -5.334437924,      -1.898197978,      -9.379500208
          0,           0,         454,      -7.702164874,      -5.170347639,      -5.334907221,      -1.898666805,      -9.379935794
          0,           0,         455,       -7.70261206,       -5.17084307,      -5.335361244,      -1.899120307,      -9.380356189
          0,           0,         456,       -7.70304393,      -5.171323183,      -5.335799999,      -1.899558491,      -9.380761395
          0,           0,         457,      -7.703460488,      -5.171787988,      -5.336223491,      -1.899981361,      -9.381151429
          0,           0,         458,      -7.703861742,      -5.172237488,      -5.336631725,      -1.900388925,       -9.38152628
          0,           0,         459,      -7.704247695,      -5.172671686,      -5.337024706,      -1.900781186,      -9.381885958
          0,           0,         460,      -7.704618351,       -5.17309059,      -5.337402439,      -1.901158149,      -9.382230465
          0,           0,         461,      -7.704973714,      -5.173494205,      -5.337764926,      -1.901519818,      -9.382559799
          0,           0,         462,      -7.705313789,      -5.173882538,      -5.338112172,      -1.901866198,      -9.382873967
          0,           0,         463,      -7.705638578,      -5.174255591,      -5.338444178,      -1.902197289,      -9.383172965
          0,           0,         464,      -7.705948082,      -5.174613361,      -5.338760947,      -1.902513096,      -9.383456799
          0,           0,         465,      -7.706242304,      -5.174955864,       -5.33906248,      -1.902813619,      -9.383725467
          0,           0,         466,      -7.706521246,      -5.175283087,      -5.339348777,      -1.903098862,      -9.383978968
          0,           0,         467,      -7.706784906,      -5.175595041,       -5.33961984,      -1.903368823,      -9.384217303
          0,           0,         468,      -7.707033287,       -5.17589173,       -5.33987567,      -1.903623504,      -9.384440472
          0,           0,         469,      -7.707266387,      -5.176173141,      -5.340116265,      -1.903862903,      -9.384648475
          0,           0,         470,      -7.707484206,       -5.17643929,      -5.340341626,      -1.904087022,      -9.384841305
          0,           0,         471,      -7.707686743,      -5.176690169,      -5.340551749,       -1.90429586,      -9.385018957
          0,           0,         472,      -7.707873996,      -5.176925778,      -5.340746633,      -1.904489412,      -9.385181438
          0,           0,         473,      -7.708045962,      -5.177146121,      -5.340926277,      -1.904667679,      -9.385328731
          0,           0,         474,      -7.708202639,      -5.177351188,      -5.341090676,      -1.904830657,      -9.385460835
          0,           0,         475,      -7.708344023,      -5.177540982,      -5.341239828,      -1.904978344,      -9.385577755
          0,           0,         476,      -7.708470109,      -5.177715496,      -5.341373729,      -1.905110733,      -9.385679472
          0,           0,         477,      -7.708580895,      -5.177874728,      -5.341492373,      -1.905227823,      -9.385765989
          0,           0,         478,      -7.708676375,      -5.178018679,      -5.341595757,      -1.905329608,      -9.385837294
          0,           0,         479,      -7.708756543,      -5.178147339,      -5.341683875,      -1.905416083,      -9.385893387
          0,           0,         480,      -7.708821394,      -5.178260711,       -5.34175672,      -1.905487242,      -9.385934256
          0,           0,         481,      -7.708870921,      -5.178358779,      -5.341814287,      -1.905543078,      -9.385959895
          0,           0,         482,      -7.708905116,      -5.178441549,      -5.341856567,      -1.905583587,      -9.385970297
          0,           0,         483,      -7.708923973,      -5.178509002,      -5.341883555,      -1.905608758,      -9.385965452
          0,           0,         484,      -7.708927483,       -5.17856114,       -5.34189524,      -1.905618584,      -9.385945351
          0,           0,         485,      -7.708915637,      -5.178597948,      -5.341891615,      -1.905613057,      -9.385909987
          0,           0,         486,      -7.708888427,      -5.178619428,      -5.341872671,      -1.905592168,      -9.385859344
          0,           0,         487,      -7.708845841,      -5.178625563,      -5.341838399,      -1.905555907,      -9.385793417
          0,           0,         488,      -7.708787872,      -5.178616351,      -5.341788787,      -1.905504265,      -9.385712191
          0,           0,         489,      -7.708714507,      -5.178591778,      -5.341723825,      -1.905437231,      -9.385615658
          0,           0,         490,      -7.708625735,      -5.178551836,      -5.341643502,      -1.905354792,      -9.385503801
          0,           0,         491,      -7.708521544,      -5.178496507,      -5.341547806,      -1.905256938,      -9.385376606
          0,           0,         492,      -7.708401923,      -5.178425794,      -5.341436725,      -1.905143658,      -9.385234065
          0,           0,         493,      -7.708266857,      -5.178339675,      -5.341310247,      -1.905014937,      -9.385076159
          0,           0,         494,      -7.708116334,      -5.178238142,      -5.341168358,      -1.904870763,      -9.384902876
          0,           0,         495,      -7.707950339,      -5.178121181,      -5.341011043,      -1.904711121,      -9.384714194
          0,           0,         496,      -7.707768857,      -5.177988778,      -5.340838287,      -1.904535997,      -9.384510112
          0,           0,         497,      -7.707571874,      -5.177840919,      -5.340650076,      -1.904345377,      -9.384290599
          0,           0,         498,      -7.707359374,       -5.17767759,      -5.340446396,      -1.904139243,      -9.384055648
          0,           0,         499,      -7.707131339,      -5.177498775,      -5.340227228,      -1.903917581,      -9.383805236
          0,           0,         500,      -7.706887755,      -5.177304463,      -5.339992558,      -1.903680373,      -9.383539345
          0,           0,         501,      -7.706628601,      -5.177094632,      -5.339742366,      -1.903427603,      -9.383257961
          0,           0,         502,      -7.706353863,      -5.176869271,      -5.339476637,      -1.903159252,      -9.382961062
          0,           0,         503,      -7.706063519,       -5.17662836,       -5.33919535,      -1.902875302,      -9.382648632
          0,           0,         504,      -7.705757552,       -5.17637188,      -5.338898486,      -1.902575734,      -9.382320645
          0,           0,         505,      -7.705435941,      -5.176099815,      -5.338586028,      -1.902260529,      -9.381977082
          0,           0,         506,      -7.705098666,      -5.175812148,      -5.338257955,      -1.901929667,      -9.381617921
          0,           0,         507,      -7.704745706,      -5.175508857,      -5.337914246,      -1.901583126,      -9.381243147
          0,           0,         508,      -7.704377039,      -5.175189916,      -5.337554878,      -1.901220885,      -9.380852728
          0,           0,         509,      -7.703992644,      -5.174855315,      -5.337179832,      -1.900842923,      -9.380446648
          0,           0,         510,      -7.703592498,       -5.17450503,      -5.336789083,      -1.900449217,      -9.380024881
          0,           0,         511,      -7.703176577,      -5.174139032,      -5.336382609,      -1.900039742,      -9.379587405
          0,           0,         512,      -7.702744857,      -5.173757309,      -5.335960388,      -1.899614477,      -9.379134194
          0,           0,         513,      -7.702297314,       -5.17335983,      -5.335522393,      -1.899173397,      -9.378665219
          0,           0,         514,      -7.701833923,      -5.172946577,      -5.335068601,      -1.898716477,      -9.378180461
          0,           0,         515,      -7.701354658,      -5.172517522,      -5.334598986,       -1.89824369,      -9.377679893
          0,           0,         516,      -7.700859492,      -5.172072642,      -5.334113521,      -1.897755011,      -9.377163483
          0,           0,         517,      -7.700348399,      -5.171611912,       -5.33361218,      -1.897250414,      -9.376631206
          0,           0,         518,       -7.69982135,      -5.171135305,      -5.333094937,       -1.89672987,      -9.376083033
          0,           0,         519,      -7.699278317,      -5.170642795,      -5.332561762,      -1.896193352,      -9.375518936
          0,           0,         520,      -7.698719273,      -5.170134352,      -5.332012627,       -1.89564083,      -9.374938878
          0,           0,         521,      -7.698144186,      -5.169609952,      -5.331447503,      -1.895072275,      -9.374342837
          0,           0,         522,      -7.697553026,      -5.169069563,       -5.33086636,      -1.894487659,      -9.373730781
          0,           0,         523,      -7.696945764,      -5.168513159,      -5.330269168,      -1.893886948,      -9.373102672
          0,           0,         524,      -7.696322366,      -5.167940708,      -5.329655895,      -1.893270114,      -9.372458488
          0,           0,         525,      -7.695682802,      -5.167352182,       -5.32902651,      -1.892637122,      -9.371798186
          0,           0,         526,      -7.695027038,      -5.166747549,       -5.32838098,      -1.891987941,       -9.37112174
          0,           0,         527,       -7.69435504,      -5.166126779,      -5.327719272,      -1.891322538,      -9.370429108
          0,           0,         528,      -7.693666775,      -5.165489835,      -5.327041351,      -1.890640879,       -9.36972026
          0,           0,         529,      -7.692962206,      -5.164836681,      -5.326347184,      -1.889942927,      -9.368995157
          0,           0,         530,      -7.692241299,      -5.164167291,      -5.325636736,      -1.889228648,      -9.368253769
          0,           0,         531,      -7.691504017,      -5.163481626,      -5.324909971,      -1.888498006,      -9.367496053
          0,           0,         532,      -7.690750324,      -5.162779656,      -5.324166851,      -1.887750966,      -9.366721975
          0,           0,         533,      -7.689980181,       -5.16206134,      -5.323407339,      -1.886987488,      -9.365931496
          0,           0,         534,       -7.68919355,      -5.161326643,      -5.322631398,      -1.886207535,      -9.365124572
          0,           0,         535,      -7.688390391,      -5.160575529,       -5.32183899,      -1.885411066,      -9.364301174
          0,           0,         536,      -7.687570666,      -5.159807957,      -5.321030074,      -1.884598044,      -9.363461252
          0,           0,         537,      -7.686734332,      -5.159023888,      -5.320204609,      -1.883768426,      -9.362604771
          0,           0,         538,      -7.685881349,      -5.158223287,      -5.319362556,      -1.882922174,      -9.361731684
          0,           0,         539,      -7.685011674,      -5.157406114,      -5.318503874,      -1.882059243,      -9.360841954
          0,           0,         540,      -7.684125265,      -5.156572321,      -5.317628517,      -1.881179592,      -9.359935533
          0,           0,         541,      -7.683222078,      -5.155721871,      -5.316736445,      -1.880283178,      -9.359012378
          0,           0,         542,      -7.682302068,      -5.154854725,      -5.315827613,      -1.879369955,      -9.358072444
          0,           0,         543,       -7.68136519,      -5.153970833,      -5.314901977,      -1.878439879,      -9.357115685
          0,           0,         544,      -7.680411398,      -5.153070155,      -5.313959492,      -1.877492904,      -9.356142055
          0,           0,         545,      -7.679440645,      -5.152152644,       -5.31300011,      -1.876528983,      -9.355151502
          0,           0,         546,      -7.678452884,      -5.151218257,      -5.312023783,      -1.875548071,      -9.354143984
          0,           0,         547,      -7.677448065,      -5.150266946,      -5.311030466,      -1.874550116,      -9.353119448
          0,           0,         548,       -7.67642614,      -5.149298664,       -5.31002011,      -1.873535071,      -9.352077846
          0,           0,         549,      -7.675387058,      -5.148313362,      -5.308992664,      -1.872502886,      -9.351019124
          0,           0,         550,      -7.674330769,      -5.147310998,      -5.307948078,      -1.871453511,      -9.349943236
          0,           0,         551,       -7.67325722,      -5.146291514,      -5.306886302,      -1.870386894,      -9.348850126
          0,           0,         552,       -7.67216636,      -5.145254861,      -5.305807283,      -1.869302981,       -9.34773974
          0,           0,         553,      -7.671058134,      -5.144200992,      -5.304710968,      -1.868201722,      -9.346612024
          0,           0,         554,      -7.669932487,      -5.143129852,      -5.303597304,      -1.867083059,      -9.345466922
          0,           0,         555,      -7.668789365,      -5.142041388,      -5.302466236,       -1.86594694,      -9.344304386
          0,           0,         556,      -7.667628712,      -5.140935547,      -5.301317707,      -1.864793307,      -9.343124353
          0,           0,         557,      -7.666450469,      -5.139812275,      -5.300151663,      -1.863622105,      -9.341926764
          0,           0,         558,      -7.665254579,      -5.138671513,      -5.298968046,      -1.862433275,      -9.340711567
          0,           0,         559,      -7.664040984,      -5.137513207,      -5.297766797,      -1.861226758,      -9.339478699
          0,           0,         560,      -7.662809623,      -5.136337299,      -5.296547857,      -1.860002495,      -9.338228095
          0,           0,         561,      -7.661560435,      -5.135143733,      -5.295311166,      -1.858760426,        -9.3369597
          0,           0,         562,      -7.660293358,      -5.133932443,      -5.294056663,      -1.857500488,       -9.33567345
          0,           0,         563,      -7.659008329,      -5.132703374,      -5.292784287,      -1.856222619,      -9.334369285
          0,           0,         564,      -7.657705285,      -5.131456466,      -5.291493973,      -1.854926756,      -9.333047134
          0,           0,         565,      -7.656384161,      -5.130191658,      -5.290185658,      -1.853612835,      -9.331706936
