"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          67,      -1.876887462,        1.00720432,      0.6036732036,       3.960220626,      -3.681602146
          0,           0,          68,      -1.938530608,      0.9428650206,      0.5491614553,        3.89739161,      -3.761011147
          0,           0,          69,      -1.993140227,      0.8858018301,      0.4926601293,       3.841706956,       -3.83171507
          0,           0,          70,      -2.044698838,      0.8319874531,      0.4350498172,       3.790213463,      -3.895390265
          0,           0,          71,       -2.09643485,      0.7780590541,      0.3782006936,         3.7398591,      -3.954031446
          0,           0,          72,      -2.150284108,      0.7219244086,      0.3239779129,       3.688352799,      -4.008721062
          0,           0,          73,      -2.206681959,      0.6630345844,      0.2737379401,       3.634700387,      -4.059753345
          0,           0,          74,      -2.264619505,      0.6024088618,      0.2273026372,       3.579371102,      -4.107415115
          0,           0,          75,      -2.322597407,       0.541770309,      0.1832825761,        3.52347327,      -4.152734466
          0,           0,          76,      -2.378782715,      0.4833143823,      0.1401115743,       3.468601973,      -4.197104497
          0,           0,          77,      -2.432039024,      0.4284110512,      0.0967301853,       3.415965034,      -4.242040241
          0,           0,          78,      -2.481971358,      0.3775085776,     0.05246812329,       3.366218406,      -4.288680354
          0,           0,          79,      -2.529172292,      0.3298857258,    0.007010408617,       3.319146554,      -4.337107685
          0,           0,          80,      -2.575008511,      0.2839813505,    -0.03969982044,       3.273735739,      -4.387120172
          0,           0,          81,      -2.620966633,       0.238164835,     -0.0876213982,       3.228728621,       -4.43830764
          0,           0,          82,      -2.668435471,      0.1908466735,     -0.1357057601,       3.182827677,      -4.489860585
          0,           0,          83,      -2.717635122,      0.1416889406,     -0.1833011332,       3.135674376,      -4.540877885
          0,           0,          84,      -2.769066833,     0.09025206146,     -0.2324065049,       3.086586415,      -4.590604535
          0,           0,          85,      -2.822047427,     0.03721081187,     -0.2827712512,        3.03577799,       -4.63825321
          0,           0,          86,      -2.875505632,    -0.01642394475,     -0.3333601356,       2.983907593,      -4.683229203
          0,           0,          87,      -2.928103267,    -0.06927571103,     -0.3837733575,       2.932057673,      -4.725227682
          0,           0,          88,       -2.97895255,     -0.1204392663,     -0.4337480548,       2.881170569,      -4.764621853
          0,           0,          89,      -3.027897688,     -0.1697626835,     -0.4831221228,       2.831702664,      -4.801582937
          0,           0,          90,      -3.075280904,     -0.2175833244,     -0.5315717691,       2.783687894,      -4.836782301
          0,           0,          91,      -3.121679757,     -0.2644037167,     -0.5789459359,       2.736856142,      -4.871213084
          0,           0,          92,      -3.167672445,     -0.3106898132,     -0.6253104256,       2.690819582,      -4.905443097
          0,           0,          93,      -3.213751296,     -0.3568536546,     -0.6710686331,       2.645179304,      -4.940059614
          0,           0,          94,      -3.260409719,     -0.4034111036,     -0.7168904132,       2.599446269,      -4.975687159
          0,           0,          95,      -3.307962748,     -0.4507719251,     -0.7633021754,       2.553192569,      -5.012460844
          0,           0,          96,      -3.356388564,      -0.499038135,     -0.8105607548,       2.506224455,      -5.050496761
          0,           0,          97,       -3.40557141,     -0.5482443296,     -0.8586960063,       2.458427335,      -5.089835355
          0,           0,          98,      -3.455192828,     -0.5981648045,     -0.9075939578,       2.409893676,      -5.129964433
          0,           0,          99,      -3.504861506,     -0.6484440539,     -0.9571480035,       2.360887946,      -5.170727342
          0,           0,         100,      -3.554334689,     -0.6988097037,      -1.007175986,       2.311678505,      -5.212350916
          0,           0,         101,       -3.60336408,     -0.7488880685,      -1.057407039,       2.262639908,      -5.254729433
          0,           0,         102,      -3.651651308,     -0.7981604214,      -1.107528389,       2.214251612,      -5.297245649
          0,           0,         103,      -3.698874441,     -0.8459869619,      -1.157791021,       2.167023452,       -5.33996632
          0,           0,         104,      -3.744989013,     -0.8923119699,      -1.206305714,       2.121180174,      -5.382546767
          0,           0,         105,      -3.789818999,     -0.9368565795,      -1.253372418,       2.076962605,      -5.424806072
          0,           0,         106,      -3.833706399,     -0.9801240243,      -1.299020006,       2.034072845,      -5.466717942
          0,           0,         107,      -3.877171323,      -1.022917984,      -1.343414307,        1.99191663,      -5.508252478
          0,           0,         108,      -3.920748196,      -1.066070155,      -1.386848681,       1.949803802,      -5.549404632
          0,           0,         109,      -3.964914221,      -1.110297681,       -1.42976233,       1.907079865,      -5.590201756
          0,           0,         110,      -4.010029633,      -1.156075113,      -1.472634809,       1.863223773,      -5.630723008
          0,           0,         111,       -4.05622925,      -1.203481875,      -1.516132808,       1.817979852,      -5.671065307
          0,           0,         112,      -4.103411015,      -1.252234797,      -1.560963047,        1.77139841,       -5.71135001
          0,           0,         113,      -4.151578962,      -1.302017038,      -1.608295363,       1.723540037,      -5.751702497
          0,           0,         114,      -4.200568788,      -1.352484021,      -1.657211626,       1.674662368,      -5.792227646
          0,           0,         115,      -4.250412664,      -1.403409429,      -1.708025765,       1.624943306,      -5.833045353
          0,           0,         116,      -4.301159451,       -1.45466485,      -1.760859761,       1.574512347,      -5.874240145
          0,           0,         117,      -4.352839021,      -1.506218759,        -1.8156077,       1.523457715,      -5.915869586
          0,           0,         118,      -4.405405362,      -1.558086705,      -1.871956516,       1.471856888,      -5.957974876
          0,           0,         119,      -4.458707166,      -1.610282062,      -1.929448972,        1.41980349,      -6.000584737
          0,           0,         120,      -4.512480319,      -1.662786003,      -1.987527531,       1.367425249,      -6.043711671
          0,           0,         121,       -4.56639157,       -1.71555795,      -2.045596483,       1.314870682,      -6.087365753
          0,           0,         122,      -4.620041205,      -1.768473302,      -2.103099005,       1.262342044,      -6.131547285
          0,           0,         123,      -4.673046478,        -1.8213649,      -2.159544033,       1.210064024,      -6.176243465
          0,           0,         124,      -4.725099968,      -1.874033617,      -2.214528683,       1.158263929,      -6.221434479
          0,           0,         125,      -4.776001793,      -1.926248057,      -2.267769807,       1.107159081,      -6.267088303
          0,           0,         126,      -4.825686719,      -1.977775135,      -2.319118712,       1.056928665,      -6.313162085
          0,           0,         127,      -4.874214001,      -2.028397133,      -2.368585138,        1.00769487,      -6.359606619
          0,           0,         128,      -4.921756976,      -2.077958505,      -2.416352731,      0.9594972351,       -6.40637373
          0,           0,         129,      -4.968601542,      -2.126451378,       -2.46276093,      0.9122528179,      -6.453419275
          0,           0,         130,      -5.015108824,      -2.174043796,      -2.508258844,      0.8657537935,      -6.500708049
          0,           0,         131,      -5.061661737,      -2.221056306,      -2.553340083,      0.8196923166,      -6.548218053
          0,           0,         132,       -5.10861423,       -2.26790454,      -2.598475464,      0.7737034584,      -6.595945713
          0,           0,         133,      -5.156245643,      -2.315014677,      -2.644068497,      0.7274176589,       -6.64390428
          0,           0,         134,      -5.204726021,      -2.362742979,      -2.690429202,      0.6805177251,      -6.692123164
          0,           0,         135,      -5.254115158,      -2.411333919,      -2.737772323,      0.6327695324,      -6.740644333
          0,           0,         136,      -5.304374113,      -2.460904249,      -2.786233104,      0.5840394781,      -6.789516932
          0,           0,         137,      -5.355406693,      -2.511475741,      -2.835887079,      0.5342814608,      -6.838789647
          0,           0,         138,      -5.407090086,      -2.562995219,      -2.886763535,      0.4835235051,      -6.888499876
          0,           0,         139,       -5.45929726,      -2.615354343,      -2.938848168,      0.4318510923,      -6.938672526
          0,           0,         140,      -5.511905185,      -2.668396612,       -2.99207471,      0.3793961525,      -6.989315756
          0,           0,         141,      -5.564810216,      -2.721950908,      -3.046313708,      0.3263143407,      -7.040418429
          0,           0,         142,      -5.617900807,      -2.775807281,      -3.101371685,      0.2727946331,      -7.091952071
          0,           0,         143,      -5.671063189,      -2.829748664,      -3.156993437,      0.2190386533,      -7.143875679
          0,           0,         144,      -5.724171278,      -2.883559374,        -3.2128754,      0.1652521732,      -7.196140305
          0,           0,         145,      -5.777072203,      -2.937022276,      -3.268695825,      0.1116424873,       -7.24869693
          0,           0,         146,      -5.829593622,      -2.989939477,      -3.324151184,      0.0584045951,      -7.301502867
          0,           0,         147,      -5.881558713,      -3.042156083,      -3.378994286,    0.005705910817,      -7.354526422
          0,           0,         148,      -5.932807952,      -3.093585296,      -3.433064752,    -0.04632966988,        -7.4077494
          0,           0,         149,      -5.983218149,      -3.144222625,      -3.486302108,    -0.09763245292,      -7.461166992
          0,           0,         150,      -6.032712504,      -3.194142449,      -3.538737975,     -0.1481876853,      -7.514784808
          0,           0,         151,      -6.081259977,      -3.243479581,      -3.590471186,     -0.1980256787,      -7.568613585
          0,           0,         152,      -6.128863781,      -3.292400596,       -3.64163405,     -0.2472027144,      -7.605028791
          0,           0,         153,      -6.175895807,      -3.340156365,      -3.695107531,     -0.2944453559,        -7.7302178
          0,           0,         154,      -6.223669676,       -3.39154444,      -3.745058536,     -0.3438678058,      -7.758995403
          0,           0,         155,      -6.269559848,      -3.440757246,      -3.796445812,     -0.3915395988,      -7.872442872
          0,           0,         156,      -6.314325241,      -3.491338324,      -3.845227002,     -0.4399705701,      -7.892920009
          0,           0,         157,      -6.356864381,      -3.539266695,        -3.8964421,     -0.4858483655,       -7.99851343
          0,           0,         158,      -6.398953036,      -3.589387248,      -3.945278074,     -0.5322717382,      -8.013997742
          0,           0,         159,      -6.439568535,      -3.638171813,      -3.995909791,     -0.5764474868,      -8.114323023
          0,           0,         160,      -6.479578317,      -3.689358354,       -4.04356246,     -0.6209645185,      -8.126799715
          0,           0,         161,      -6.517498295,      -3.738883235,      -4.092307408,     -0.6628395847,      -8.222903371
          0,           0,         162,      -6.553890395,      -3.789843448,      -4.137935152,     -0.7042035246,      -8.253181265
          0,           0,         163,       -6.58745126,      -3.839284907,      -4.181913608,     -0.7432475169,      -8.288873986
          0,           0,         164,      -6.618131396,      -3.886756231,      -4.224893958,     -0.7793096358,      -8.327119253
          0,           0,         165,      -6.646504427,      -3.933151387,      -4.266438812,     -0.8126063581,      -8.366546731
          0,           0,         166,      -6.672840505,      -3.979027743,      -4.305713525,      -0.843435114,       -8.40617377
          0,           0,         167,      -6.697028406,      -4.024052487,      -4.342125989,      -0.871838963,      -8.445011003
          0,           0,         168,      -6.718903982,      -4.067421139,      -4.375480136,     -0.8977200547,      -8.482152453
          0,           0,         169,       -6.73848755,      -4.108454269,      -4.405793737,     -0.9210496756,      -8.516869557
          0,           0,         170,      -6.755988792,       -4.14685626,       -4.43310626,     -0.9419519196,      -8.548636503
          0,           0,         171,      -6.771691086,      -4.182600537,       -4.45743487,     -0.9606572163,      -8.577116843
          0,           0,         172,      -6.785855462,      -4.215699709,      -4.478833637,     -0.9774215051,      -8.602143644
          0,           0,         173,      -6.798693139,       -4.24609038,      -4.497450386,     -0.9924800863,      -8.623704798
          0,           0,         174,       -6.81038065,      -4.273668226,      -4.513528616,      -1.006042185,      -8.641930887
          0,           0,         175,      -6.821078748,      -4.298378244,      -4.527368424,      -1.018300973,      -8.657076387
          0,           0,         176,      -6.830938361,      -4.320268938,      -4.539282917,      -1.029439193,      -8.669486811
          0,           0,         177,      -6.840097062,      -4.339488949,      -4.549571125,      -1.039626988,      -8.679553854
          0,           0,         178,       -6.84867471,      -4.356254586,      -4.558507209,      -1.049017252,      -8.687669868
          0,           0,         179,      -6.856772534,      -4.370818982,      -4.566337302,      -1.057743167,      -8.694194177
          0,           0,         180,      -6.864475096,      -4.383452555,      -4.573277956,      -1.065918697,      -8.699437002
          0,           0,         181,      -6.871853008,      -4.394429882,      -4.579515022,      -1.073640599,       -8.70365847
          0,           0,         182,      -6.878965121,      -4.404017587,      -4.585203875,      -1.080990536,      -8.707076103
          0,           0,         183,      -6.885860057,      -4.412462875,      -4.590471481,      -1.088036817,      -8.709874673
          0,           0,         184,      -6.892577433,       -4.41998498,      -4.595419795,      -1.094835859,      -8.712214644
          0,           0,         185,      -6.899149062,       -4.42677104,      -4.600129593,      -1.101433602,       -8.71423766
          0,           0,         186,      -6.905600164,      -4.432976011,      -4.604664117,      -1.107866962,      -8.716068963
          0,           0,         187,      -6.911950532,       -4.43872525,      -4.609072269,      -1.114165264,      -8.717817455
          0,           0,         188,      -6.918215578,      -4.444118356,      -4.613391392,      -1.120351578,      -8.719574411
          0,           0,         189,      -6.924407237,      -4.449233411,      -4.617649661,      -1.126443927,      -8.721411927
          0,           0,         190,      -6.930534739,      -4.454131113,       -4.62186815,      -1.132456344,      -8.723382037
          0,           0,         191,      -6.936605253,      -4.458858543,      -4.626062538,      -1.138399765,      -8.725517079
          0,           0,         192,      -6.942624412,      -4.463452392,      -4.630244482,      -1.144282787,      -8.727831492
          0,           0,         193,      -6.948596721,      -4.467941568,      -4.634422671,       -1.15011226,      -8.730324833
          0,           0,         194,      -6.954525862,      -4.472349161,      -4.638603611,      -1.155893744,      -8.732985573
          0,           0,         195,      -6.960414905,      -4.476693863,      -4.642792188,      -1.161631837,      -8.735795106
          0,           0,         196,      -6.966266449,      -4.480990942,       -4.64699208,      -1.167330398,      -8.738731507
          0,           0,         197,      -6.972082714,      -4.485252919,      -4.651206027,      -1.172992701,      -8.741772636
          0,           0,         198,        -6.9778656,      -4.489490041,      -4.655436023,      -1.178621533,      -8.744898417
          0,           0,         199,       -6.98361673,      -4.493710637,      -4.659683439,      -1.184219259,      -8.748092249
          0,           0,         200,      -6.989337478,      -4.497921401,      -4.663949117,      -1.189787874,      -8.751341601
          0,           0,         201,      -6.995028995,      -4.502127618,      -4.668233438,      -1.195329036,      -8.754637987
          0,           0,         202,      -7.000692231,      -4.506333366,      -4.672536387,      -1.200844108,      -8.757976475
          0,           0,         203,      -7.006327957,      -4.510541694,      -4.676857616,      -1.206334179,      -8.761354937
          0,           0,         204,      -7.011936786,      -4.514754786,      -4.681196504,      -1.211800109,      -8.764773198
          0,           0,         205,      -7.017519198,      -4.518974116,      -4.685552219,      -1.217242552,      -8.768232206
          0,           0,         206,      -7.023075561,      -4.523200584,      -4.689923769,      -1.222661992,      -8.771733314
          0,           0,         207,       -7.02860615,       -4.52743465,      -4.694310051,       -1.22805878,      -8.775277712
          0,           0,         208,      -7.034111173,      -4.531676441,      -4.698709892,      -1.233433157,      -8.778866041
          0,           0,         209,      -7.039590782,      -4.535925846,      -4.703122077,      -1.238785282,       -8.78249817
          0,           0,         210,       -7.04504509,      -4.540182586,      -4.707545373,      -1.244115255,       -8.78617313
          0,           0,         211,      -7.050474181,      -4.544446273,      -4.711978553,      -1.249423133,      -8.789889148
          0,           0,         212,      -7.055878119,      -4.548716449,      -4.716420406,      -1.254708944,      -8.793643782
          0,           0,         213,      -7.061256952,      -4.552992618,      -4.720869746,      -1.259972698,      -8.797434084
          0,           0,         214,      -7.066610723,      -4.557274265,      -4.725325423,      -1.265214391,      -8.801256803
          0,           0,         215,      -7.071939465,      -4.561560864,      -4.729786323,      -1.270434013,      -8.805108562
          0,           0,         216,      -7.077243206,      -4.565851895,      -4.734251375,       -1.27563155,      -8.808986026
          0,           0,         217,      -7.082521975,       -4.57014684,      -4.738719546,      -1.280806983,      -8.812886027
          0,           0,         218,      -7.087775794,      -4.574445188,      -4.743189848,      -1.285960294,      -8.816805657
          0,           0,         219,      -7.093004685,      -4.578746436,      -4.747661332,      -1.291091462,       -8.82074232
          0,           0,         220,      -7.098208666,      -4.583050077,      -4.752133086,      -1.296200464,      -8.824693744
          0,           0,         221,      -7.103387753,      -4.587355605,      -4.756604236,      -1.301287273,      -8.828657977
          0,           0,         222,      -7.108541957,      -4.591662515,      -4.761073945,      -1.306351859,      -8.832633354
          0,           0,         223,      -7.113671286,      -4.595970294,      -4.765541404,       -1.31139419,      -8.836618452
          0,           0,         224,      -7.118775744,      -4.600278426,      -4.770005836,      -1.316414225,      -8.840612045
          0,           0,         225,      -7.123855331,      -4.604586385,      -4.774466493,      -1.321411922,      -8.844613051
          0,           0,         226,      -7.128910044,       -4.60889364,       -4.77892265,      -1.326387234,      -8.848620491
          0,           0,         227,      -7.133939874,      -4.613199655,      -4.783373608,      -1.331340106,      -8.852633447
          0,           0,         228,      -7.138944812,      -4.617503887,      -4.787818691,      -1.336270484,       -8.85665104
          0,           0,         229,      -7.143924843,      -4.621805792,      -4.792257241,      -1.341178306,      -8.860672402
          0,           0,         230,      -7.148879952,       -4.62610482,      -4.796688623,      -1.346063509,      -8.864696668
          0,           0,         231,      -7.153810119,      -4.630400425,      -4.801112221,      -1.350926027,       -8.86872297
          0,           0,         232,      -7.158715326,      -4.634692055,      -4.805527437,      -1.355765791,      -8.872750439
          0,           0,         233,       -7.16359555,      -4.638979166,      -4.809933692,      -1.360582732,      -8.876778204
          0,           0,         234,       -7.16845077,      -4.643261213,      -4.814330425,      -1.365376779,        -8.8808054
          0,           0,         235,      -7.173280962,      -4.647537657,      -4.818717092,       -1.37014786,       -8.88483118
          0,           0,         236,      -7.178086104,      -4.651807963,      -4.823093166,      -1.374895905,      -8.888854713
          0,           0,         237,      -7.182866173,      -4.656071601,      -4.827458139,       -1.37962084,      -8.892875193
          0,           0,         238,      -7.187621147,      -4.660328054,      -4.831811519,      -1.384322597,      -8.896891847
          0,           0,         239,      -7.192351003,      -4.664576809,      -4.836152831,      -1.389001105,      -8.900903934
          0,           0,         240,      -7.197055721,      -4.668817363,      -4.840481618,      -1.393656297,      -8.904910746
          0,           0,         241,      -7.201735281,      -4.673049221,      -4.844797436,      -1.398288107,      -8.908911611
          0,           0,         242,      -7.206389664,      -4.677271903,      -4.849099862,      -1.402896469,       -8.91290589
          0,           0,         243,      -7.211018855,      -4.681484932,      -4.853388486,      -1.407481321,      -8.916892975
          0,           0,         244,      -7.215622837,      -4.685687847,      -4.857662914,      -1.412042604,      -8.920872286
          0,           0,         245,      -7.220201597,      -4.689880198,      -4.861922767,       -1.41658026,      -8.924843273
          0,           0,         246,      -7.224755124,      -4.694061543,      -4.866167682,      -1.421094233,      -8.928805408
          0,           0,         247,      -7.229283409,      -4.698231459,      -4.870397309,      -1.425584473,      -8.932758187
          0,           0,         248,      -7.233786444,      -4.702389528,      -4.874611313,       -1.43005093,      -8.936701123
          0,           0,         249,      -7.238264225,      -4.706535344,      -4.878809374,      -1.434493557,      -8.940633751
          0,           0,         250,       -7.24271675,      -4.710668521,      -4.882991182,      -1.438912314,      -8.944555622
          0,           0,         251,      -7.247144018,      -4.714788676,      -4.887156442,      -1.443307158,      -8.948466304
          0,           0,         252,      -7.251546032,       -4.71889544,      -4.891304872,      -1.447678056,      -8.952365379
          0,           0,         253,      -7.255922796,      -4.722988458,      -4.895436202,      -1.452024972,      -8.956252448
          0,           0,         254,      -7.260274319,       -4.72706739,      -4.899550173,      -1.456347878,       -8.96012712
          0,           0,         255,       -7.26460061,      -4.731131903,      -4.903646538,      -1.460646748,      -8.963989025
          0,           0,         256,      -7.268901682,      -4.735181677,      -4.907725062,      -1.464921559,      -8.967837804
          0,           0,         257,       -7.27317755,      -4.739216403,      -4.911785522,       -1.46917229,      -8.971673115
          0,           0,         258,      -7.277428233,      -4.743235786,      -4.915827702,      -1.473398927,      -8.975494625
          0,           0,         259,      -7.281653749,      -4.747239544,      -4.919851399,      -1.477601457,      -8.979302017
          0,           0,         260,      -7.285854122,      -4.751227398,      -4.923856421,       -1.48177987,       -8.98309499
          0,           0,         261,      -7.290029378,      -4.755199088,      -4.927842584,       -1.48593416,      -8.986873251
          0,           0,         262,      -7.294179543,       -4.75915436,      -4.931809714,      -1.490064324,      -8.990636525
          0,           0,         263,      -7.298304648,      -4.763092977,      -4.935757647,      -1.494170364,      -8.994384542
          0,           0,         264,      -7.302404724,      -4.767014699,      -4.939686225,       -1.49825228,      -8.998117051
          0,           0,         265,      -7.306479807,       -4.77091931,      -4.943595303,      -1.502310081,      -9.001833807
          0,           0,         266,      -7.310529933,      -4.774806595,      -4.947484741,      -1.506343776,      -9.005534582
          0,           0,         267,       -7.31455514,      -4.778676352,      -4.951354408,      -1.510353377,      -9.009219151
          0,           0,         268,      -7.318555471,      -4.782528385,       -4.95520418,      -1.514338898,      -9.012887306
          0,           0,         269,      -7.322530966,      -4.786362509,      -4.959033942,      -1.518300357,      -9.016538844
          0,           0,         270,      -7.326481673,      -4.790178549,      -4.962843584,      -1.522237775,      -9.020173573
          0,           0,         271,      -7.330407636,      -4.793976336,      -4.966633007,      -1.526151175,      -9.023791311
          0,           0,         272,      -7.334308905,       -4.79775571,      -4.970402113,      -1.530040581,      -9.027391883
          0,           0,         273,       -7.33818553,      -4.801516517,      -4.974150816,      -1.533906023,      -9.030975125
          0,           0,         274,      -7.342037564,      -4.805258615,      -4.977879032,       -1.53774753,       -9.03454088
          0,           0,         275,      -7.345865059,      -4.808981865,      -4.981586685,      -1.541565134,      -9.038088996
          0,           0,         276,      -7.349668071,      -4.812686135,      -4.985273705,      -1.545358869,      -9.041619337
          0,           0,         277,      -7.353446658,      -4.816371307,      -4.988940027,      -1.549128774,      -9.045131763
          0,           0,         278,      -7.357200876,       -4.82003726,      -4.992585591,      -1.552874885,      -9.048626152
          0,           0,         279,      -7.360930787,      -4.823683886,      -4.996210345,      -1.556597245,       -9.05210238
          0,           0,         280,      -7.364636452,      -4.827311086,      -4.999814238,      -1.560295896,      -9.055560337
          0,           0,         281,      -7.368317933,      -4.830918759,      -5.003397228,      -1.563970883,      -9.058999916
          0,           0,         282,      -7.371975294,      -4.834506816,      -5.006959273,      -1.567622252,      -9.062421016
